Destination,Number of Travelers,Number of Days,Package Type,Season,Estimated Cost
Pachmarhi,1,12,Budget,Monsoon,14437.14
Visakhapatnam,4,8,Budget,Summer,46302.52
Nainital,3,7,Budget,Autumn,31729.25
Gir National Park,1,8,Standard,Monsoon,30173.57
Hampi,5,1,Luxury,Winter,12126.57
Hampi,2,9,Luxury,Winter,48555.09
Bengaluru,4,2,Luxury,Monsoon,27322.92
Gangtok,6,9,Luxury,Spring,183799.81
Udaipur,2,10,Luxury,Summer,143732.31
Shillong,8,10,Budget,Autumn,106338.66
Agra,1,8,Standard,Winter,28979.44
Shillong,1,1,Standard,Monsoon,2295.19
Varkala,4,10,Standard,Spring,49010.15
Pahalgam,8,2,Standard,Summer,35406.19
Puri,3,10,Budget,Summer,36114.41
Srinagar,3,12,Budget,Monsoon,55765.25
Rann of Kutch,8,13,Luxury,Winter,684288.51
Chennai,4,5,Budget,Monsoon,19563.96
Dalhousie,2,12,Luxury,Spring,76821.24
Manali,8,5,Standard,Summer,82211.57
Khajuraho,5,6,Budget,Winter,52731.51
Pahalgam,4,2,Standard,Spring,15678.01
Gokarna,4,7,Standard,Summer,35590.35
Orchha,2,4,Budget,Monsoon,6930.71
Gir National Park,7,2,Budget,Autumn,33126.4
Varanasi,7,4,Budget,Monsoon,17503.84
Kanyakumari,4,10,Luxury,Autumn,77432.85
Jaisalmer,6,4,Luxury,Summer,91568.19
Kodaikanal,3,8,Budget,Monsoon,28023.48
North Goa,7,4,Budget,Winter,55070.0
Coorg,8,14,Budget,Monsoon,114946.12
Shimla,8,2,Budget,Monsoon,18454.87
Auli,6,6,Standard,Winter,144470.18
Rameswaram,5,3,Luxury,Autumn,24460.17
Gulmarg,5,8,Standard,Summer,198662.07
Hampi,7,10,Budget,Spring,61254.14
Haridwar,8,13,Budget,Spring,58829.45
Mussoorie,7,2,Luxury,Winter,51651.45
Mount Abu,7,7,Budget,Spring,61082.32
Shillong,7,7,Standard,Autumn,88878.91
Pelling,7,7,Standard,Monsoon,62084.06
Orchha,1,3,Standard,Monsoon,4267.43
Mysore,1,10,Luxury,Spring,39367.96
Madurai,6,4,Standard,Autumn,25312.39
Varanasi,2,9,Luxury,Summer,44917.18
Manali,7,9,Standard,Spring,113637.34
Wayanad,8,2,Budget,Monsoon,15271.84
Visakhapatnam,2,14,Budget,Winter,51241.01
Kanyakumari,4,4,Budget,Winter,17502.78
Mahabaleshwar,2,4,Luxury,Winter,34807.39
Thekkady,6,6,Luxury,Spring,116682.66
Munnar,2,11,Budget,Summer,47110.31
Rann of Kutch,8,2,Standard,Monsoon,44109.04
Havelock Island,2,3,Budget,Autumn,23108.2
Orchha,6,5,Luxury,Summer,69421.5
Bhubaneswar,7,13,Standard,Winter,140788.78
Pachmarhi,6,12,Budget,Monsoon,59587.77
Visakhapatnam,3,12,Luxury,Summer,127155.19
Gir National Park,6,11,Luxury,Winter,413105.95
South Goa,5,13,Standard,Spring,198485.91
Agra,7,4,Standard,Spring,54807.49
Pushkar,8,6,Budget,Summer,40175.3
North Goa,2,13,Standard,Winter,87944.09
Gokarna,7,1,Luxury,Spring,11855.78
North Goa,7,9,Luxury,Summer,276626.73
Lonavala,1,4,Standard,Monsoon,8157.9
Madurai,4,1,Budget,Summer,3930.68
Kanyakumari,5,12,Budget,Monsoon,45778.99
Gir National Park,6,10,Luxury,Spring,301437.21
Ooty,2,4,Standard,Winter,22191.55
Kumarakom,4,8,Budget,Spring,79012.45
Ranthambore,6,11,Budget,Winter,197240.82
Kalimpong,5,4,Luxury,Monsoon,31730.02
Kolkata,4,3,Budget,Monsoon,12841.44
Manali,6,12,Standard,Monsoon,107989.47
Udaipur,8,3,Luxury,Spring,117519.74
Dharamshala,7,8,Standard,Winter,79572.77
Visakhapatnam,3,7,Budget,Monsoon,22891.82
Cherrapunji,6,10,Standard,Spring,115262.38
Wayanad,2,11,Standard,Spring,42993.34
Cherrapunji,4,12,Luxury,Autumn,157093.76
Pachmarhi,2,1,Budget,Spring,2406.31
Kolkata,1,5,Standard,Winter,15493.12
Rann of Kutch,4,6,Budget,Autumn,67718.75
Kanyakumari,4,4,Luxury,Spring,31184.8
Pushkar,4,7,Budget,Spring,21586.55
Pushkar,7,3,Standard,Summer,24559.77
Pondicherry,4,12,Luxury,Autumn,146478.56
Darjeeling,8,12,Standard,Monsoon,144741.9
Coorg,2,6,Budget,Monsoon,15879.27
Mahabaleshwar,7,12,Luxury,Winter,297252.5
Ooty,1,10,Standard,Spring,28241.99
Mahabaleshwar,6,4,Budget,Winter,40308.98
Chennai,8,14,Luxury,Summer,318176.32
Pelling,5,10,Luxury,Autumn,139040.62
Gangtok,3,9,Standard,Spring,63590.35
Varanasi,3,2,Budget,Monsoon,4123.3
Madurai,6,8,Luxury,Winter,97971.71
Majuli,1,6,Standard,Winter,10699.63
Rishikesh,5,14,Budget,Summer,66531.14
Munnar,8,11,Standard,Winter,200036.02
Cherrapunji,4,14,Luxury,Summer,211837.58
Kalimpong,7,6,Budget,Autumn,37330.83
Gwalior,4,9,Luxury,Spring,84722.85
Gangtok,5,3,Luxury,Autumn,55088.39
Lucknow,7,7,Standard,Monsoon,63802.77
Cherrapunji,1,9,Luxury,Autumn,43091.64
Khajuraho,8,6,Budget,Summer,73542.24
Pelling,4,12,Luxury,Winter,152323.74
Orchha,4,11,Budget,Autumn,39669.73
Kanyakumari,3,7,Luxury,Spring,45332.25
Chennai,8,9,Budget,Spring,78249.19
Mysore,4,3,Budget,Winter,17407.77
Majuli,4,4,Standard,Summer,20401.5
Konark,4,2,Luxury,Monsoon,14801.38
Varanasi,1,10,Budget,Monsoon,9780.68
Pelling,4,6,Budget,Autumn,30339.13
Agra,8,2,Standard,Winter,35805.02
Pelling,3,4,Budget,Spring,16091.58
Hampi,2,11,Standard,Winter,38514.44
Lucknow,4,6,Luxury,Summer,79277.04
Jodhpur,6,7,Standard,Winter,95381.94
Jodhpur,8,2,Standard,Summer,33815.22
Pondicherry,4,2,Budget,Autumn,11347.73
Majuli,3,11,Luxury,Summer,68346.67
Mumbai,8,3,Luxury,Summer,147305.67
Khajuraho,7,2,Standard,Summer,29677.92
Pahalgam,1,5,Standard,Monsoon,11840.8
Darjeeling,4,14,Standard,Winter,132246.35
Udaipur,4,11,Standard,Spring,142590.37
Mahabaleshwar,1,3,Standard,Monsoon,6603.72
South Goa,6,11,Standard,Winter,233949.25
Kaziranga,5,13,Standard,Summer,245830.12
Mussoorie,4,12,Budget,Spring,74986.73
Gwalior,7,6,Budget,Autumn,45036.65
Mahabalipuram,2,2,Standard,Monsoon,5561.91
Auli,4,11,Luxury,Summer,292094.64
Haridwar,1,13,Luxury,Autumn,25003.46
Kanyakumari,6,6,Luxury,Monsoon,55162.74
Kanyakumari,8,7,Budget,Winter,55126.82
Jodhpur,3,13,Budget,Autumn,61742.35
Wayanad,4,2,Budget,Winter,12181.78
Srinagar,2,5,Luxury,Winter,54468.91
Chennai,4,10,Standard,Monsoon,50881.9
Gangtok,6,4,Budget,Monsoon,31582.75
Orchha,2,11,Standard,Autumn,31084.78
Mussoorie,3,6,Budget,Spring,30884.14
Wayanad,8,13,Standard,Winter,195600.4
Puri,5,14,Luxury,Winter,167936.87
Pushkar,6,9,Standard,Summer,64529.36
Rann of Kutch,1,1,Standard,Spring,5638.46
Pahalgam,8,3,Standard,Monsoon,36100.51
Majuli,6,10,Budget,Autumn,46967.13
Jaisalmer,8,6,Luxury,Summer,173738.41
Darjeeling,4,5,Standard,Winter,47794.07
Dalhousie,8,12,Standard,Spring,150065.0
Udaipur,2,4,Luxury,Spring,49354.77
Leh,1,9,Luxury,Spring,79676.51
Alleppey,1,12,Standard,Monsoon,31056.4
Jaipur,7,14,Budget,Summer,184073.02
Mahabaleshwar,3,1,Budget,Summer,5750.89
Gulmarg,6,9,Luxury,Summer,411080.12
Jaisalmer,7,11,Standard,Summer,174220.64
Hampi,8,2,Luxury,Summer,33933.42
Gangtok,2,11,Luxury,Autumn,92327.28
Alleppey,2,11,Luxury,Monsoon,73826.19
Mumbai,2,9,Luxury,Summer,138317.63
Madurai,5,4,Luxury,Summer,41558.58
Pahalgam,4,5,Standard,Winter,47794.79
Tirupati,8,12,Standard,Summer,212737.86
Mount Abu,8,11,Luxury,Winter,277710.5
Mumbai,5,13,Budget,Monsoon,136003.74
Alleppey,2,13,Standard,Summer,79522.67
Agra,7,8,Budget,Spring,78237.3
Mysore,8,8,Luxury,Monsoon,121306.18
Manali,6,11,Luxury,Monsoon,157764.16
Mahabalipuram,7,7,Standard,Summer,84418.96
Orchha,3,3,Luxury,Winter,22748.69
Jaisalmer,4,9,Standard,Winter,84926.79
Gulmarg,2,5,Luxury,Autumn,74666.37
Pondicherry,4,6,Standard,Winter,55075.45
Majuli,7,5,Luxury,Winter,66540.0
Pondicherry,5,4,Standard,Spring,39180.53
Coorg,6,7,Standard,Monsoon,63237.62
Manali,4,14,Luxury,Monsoon,138199.13
Kaziranga,4,8,Standard,Spring,98166.33
North Goa,3,3,Budget,Monsoon,14033.18
Cherrapunji,3,12,Budget,Autumn,60539.23
Jaipur,3,3,Standard,Winter,25112.57
Hampi,8,9,Standard,Autumn,80339.45
Mumbai,2,2,Standard,Autumn,15983.49
Agra,4,1,Standard,Spring,7974.95
Udaipur,3,7,Standard,Summer,90392.95
Lonavala,5,10,Standard,Summer,108932.56
Nainital,3,4,Budget,Monsoon,16019.81
Jodhpur,4,6,Luxury,Spring,72885.27
Gwalior,6,6,Budget,Autumn,39274.35
Darjeeling,8,1,Standard,Autumn,14991.98
Kumarakom,5,4,Budget,Winter,64561.23
Pachmarhi,3,12,Budget,Summer,47683.03
Darjeeling,3,2,Standard,Monsoon,10627.06
Tirupati,6,7,Luxury,Autumn,136702.74
Visakhapatnam,5,3,Budget,Summer,23650.73
Chennai,8,8,Standard,Spring,97654.11
Varkala,2,9,Budget,Summer,23091.19
Rameswaram,6,1,Budget,Spring,4505.65
Wayanad,3,10,Budget,Spring,41723.27
Munnar,4,6,Budget,Winter,43790.52
Dharamshala,6,1,Budget,Monsoon,4189.94
Manali,5,12,Luxury,Spring,189671.07
Bengaluru,1,12,Standard,Summer,57770.76
Wayanad,4,14,Budget,Summer,85991.76
Visakhapatnam,1,14,Budget,Autumn,25363.46
Kodaikanal,1,2,Budget,Monsoon,3081.96
Mahabalipuram,2,13,Budget,Summer,41499.09
Varkala,4,7,Standard,Monsoon,27764.55
Kochi,8,4,Standard,Winter,63295.87
Madurai,3,9,Budget,Winter,29282.39
Ziro,7,10,Luxury,Monsoon,92781.43
Pune,4,6,Budget,Spring,28862.13
Khajuraho,2,6,Luxury,Spring,42007.89
Mount Abu,8,5,Standard,Summer,76093.96
Varanasi,2,9,Budget,Autumn,17613.55
Coorg,8,6,Standard,Spring,85793.2
Gwalior,3,5,Budget,Autumn,17784.98
Varanasi,7,3,Luxury,Monsoon,27445.05
Gulmarg,7,8,Luxury,Autumn,348297.01
Pondicherry,2,1,Budget,Spring,3435.54
Nainital,2,3,Standard,Summer,16605.4
Coorg,5,3,Luxury,Monsoon,37396.46
Nainital,3,1,Luxury,Autumn,10422.03
Kochi,3,13,Standard,Summer,90234.16
Gulmarg,2,3,Standard,Spring,28693.84
Pelling,2,6,Budget,Monsoon,14518.69
Agra,3,1,Luxury,Autumn,10497.88
Shimla,2,14,Standard,Summer,78885.54
Pushkar,5,1,Luxury,Summer,9481.58
Leh,1,10,Budget,Summer,50836.05
Dharamshala,3,7,Luxury,Monsoon,34383.03
Kalimpong,4,12,Budget,Winter,52138.19
Dalhousie,5,14,Luxury,Winter,241629.18
Bhubaneswar,3,5,Budget,Monsoon,13282.67
Jaisalmer,3,1,Luxury,Autumn,10463.56
Madurai,2,2,Standard,Summer,5977.49
Auli,1,14,Standard,Winter,82527.83
Ooty,4,5,Luxury,Summer,73820.28
Hampi,7,7,Standard,Winter,66917.39
Chennai,2,8,Luxury,Winter,59732.57
Ziro,7,1,Standard,Monsoon,5886.31
Pahalgam,7,7,Budget,Spring,71677.53
Jodhpur,3,8,Luxury,Summer,92144.32
Munnar,4,11,Luxury,Autumn,140528.24
Pelling,1,10,Budget,Summer,23078.21
Darjeeling,3,14,Luxury,Winter,175726.59
Jaipur,2,10,Standard,Winter,61634.72
Lonavala,4,5,Luxury,Winter,68732.55
Tawang,1,13,Standard,Autumn,38447.87
Rameswaram,2,12,Budget,Monsoon,17306.47
Coorg,8,6,Standard,Monsoon,66876.55
Dharamshala,4,6,Luxury,Winter,56987.95
Kaziranga,6,1,Luxury,Summer,33800.1
Darjeeling,5,3,Standard,Autumn,31666.34
Cherrapunji,3,11,Budget,Winter,67181.85
Shimla,8,1,Budget,Monsoon,9003.46
Nainital,4,12,Luxury,Autumn,147887.02
Munnar,5,9,Luxury,Autumn,149259.06
Ziro,2,1,Budget,Summer,2386.93
Konark,7,6,Standard,Spring,58747.37
Shillong,4,5,Luxury,Summer,74072.26
Wayanad,1,11,Budget,Winter,24709.05
Agra,1,10,Luxury,Monsoon,37902.86
Srinagar,2,11,Luxury,Winter,116811.32
Hampi,5,1,Standard,Autumn,6419.27
Araku Valley,2,9,Standard,Autumn,26345.56
Coorg,4,4,Standard,Summer,36847.03
Gulmarg,4,5,Luxury,Autumn,127515.12
Kovalam,1,2,Luxury,Spring,12993.04
Ziro,5,9,Standard,Monsoon,40903.05
Orchha,8,12,Budget,Monsoon,64181.36
Chennai,6,12,Luxury,Autumn,182120.61
Kalimpong,5,8,Standard,Spring,50195.45
Gulmarg,5,9,Budget,Winter,169913.75
Ranthambore,7,7,Standard,Summer,187408.67
Mount Abu,8,6,Luxury,Monsoon,100019.8
Khajuraho,8,8,Budget,Winter,96189.44
Wayanad,8,2,Luxury,Summer,45580.47
Khajuraho,7,13,Budget,Spring,120582.25
Havelock Island,1,10,Budget,Summer,58609.87
Kumarakom,6,13,Standard,Winter,309428.11
Port Blair,8,4,Luxury,Monsoon,88630.95
Ranthambore,7,14,Standard,Autumn,313063.6
Rann of Kutch,3,9,Luxury,Winter,206364.25
Kumarakom,4,14,Budget,Autumn,143628.18
Udaipur,6,4,Standard,Winter,94754.14
South Goa,3,9,Standard,Spring,91442.05
Pelling,6,8,Standard,Spring,79514.32
Mysore,7,3,Standard,Summer,38507.71
Mahabaleshwar,8,13,Budget,Winter,171790.24
Shillong,8,10,Standard,Summer,173327.88
Gangtok,4,12,Budget,Winter,95096.01
Munnar,8,8,Budget,Autumn,93557.9
Thekkady,5,2,Luxury,Autumn,33953.78
Kovalam,2,9,Standard,Spring,57370.8
Hampi,7,7,Standard,Summer,68159.61
Rishikesh,3,2,Budget,Winter,6020.93
Kaziranga,1,1,Budget,Spring,3437.67
Pachmarhi,7,8,Luxury,Summer,138042.95
Tirupati,5,12,Standard,Monsoon,101117.35
North Goa,6,13,Standard,Spring,181892.59
Manali,7,5,Standard,Winter,77812.71
Mahabalipuram,4,5,Luxury,Winter,58971.33
Pelling,5,10,Standard,Monsoon,73522.76
Visakhapatnam,8,4,Luxury,Spring,80269.41
Khajuraho,1,4,Budget,Summer,10127.68
Coorg,4,10,Standard,Winter,90736.1
Jodhpur,7,5,Standard,Autumn,65214.17
Kanyakumari,4,6,Luxury,Monsoon,37776.69
Port Blair,7,5,Budget,Spring,58564.72
Orchha,8,4,Budget,Spring,26626.0
Pachmarhi,1,8,Budget,Winter,14719.39
Shillong,4,9,Budget,Summer,61610.64
Rishikesh,3,13,Luxury,Summer,82321.37
Kolkata,1,1,Budget,Winter,2299.78
Varanasi,6,6,Luxury,Winter,75817.21
Mount Abu,8,2,Budget,Winter,23098.39
Pachmarhi,4,12,Standard,Spring,63741.12
Shillong,8,5,Luxury,Autumn,104841.8
Bengaluru,7,5,Standard,Monsoon,71623.2
Rameswaram,2,2,Standard,Spring,4766.23
Bengaluru,7,11,Standard,Autumn,199687.62
Hampi,4,2,Budget,Monsoon,5946.62
Pushkar,1,1,Standard,Summer,1765.39
Jaipur,6,6,Standard,Winter,92649.21
Kumarakom,1,4,Budget,Monsoon,11943.27
Mount Abu,2,9,Budget,Summer,33271.51
Agra,3,14,Luxury,Winter,178642.46
Araku Valley,5,11,Luxury,Winter,128631.89
North Goa,7,2,Luxury,Summer,60265.23
Kodaikanal,5,12,Standard,Summer,131799.84
Cherrapunji,5,1,Luxury,Spring,17243.96
Shillong,4,9,Standard,Autumn,68587.94
Alleppey,5,14,Budget,Autumn,117434.28
Darjeeling,7,2,Luxury,Summer,51727.22
Visakhapatnam,3,4,Budget,Summer,20290.91
Rishikesh,2,8,Standard,Spring,19327.09
Thekkady,5,7,Luxury,Autumn,116634.75
Gokarna,1,8,Budget,Monsoon,7616.64
Alleppey,3,1,Standard,Summer,8850.29
Jaipur,7,13,Standard,Spring,189105.95
Mumbai,6,2,Standard,Monsoon,32761.61
Port Blair,6,12,Luxury,Spring,263677.87
Rameswaram,4,12,Budget,Autumn,37127.51
Araku Valley,7,7,Budget,Summer,49280.44
Kanyakumari,3,9,Standard,Autumn,34735.26
Auli,4,3,Standard,Spring,40466.54
Leh,7,14,Luxury,Monsoon,457016.53
Kanyakumari,5,5,Budget,Autumn,23217.56
Agra,7,1,Luxury,Summer,25615.72
Coorg,5,2,Budget,Summer,17684.05
Coorg,3,10,Budget,Spring,45476.93
Darjeeling,8,12,Luxury,Monsoon,226664.49
Dharamshala,5,6,Standard,Monsoon,29672.06
Pachmarhi,4,3,Budget,Autumn,12105.74
Mahabalipuram,2,11,Standard,Winter,46752.6
Kodaikanal,8,10,Standard,Winter,157479.54
Haridwar,8,14,Budget,Autumn,61819.48
Kochi,7,5,Budget,Summer,54787.39
Chennai,3,1,Budget,Spring,3906.79
Pushkar,3,7,Budget,Summer,20733.3
Wayanad,7,8,Luxury,Spring,145322.15
Kodaikanal,2,13,Standard,Monsoon,44477.91
Pune,6,2,Standard,Winter,22881.32
Pahalgam,8,13,Luxury,Spring,321837.07
Gangtok,7,1,Standard,Winter,17755.02
Mysore,8,8,Standard,Summer,117824.05
Alleppey,8,7,Standard,Monsoon,85611.12
Ranthambore,2,4,Budget,Autumn,23446.38
Dharamshala,2,9,Budget,Winter,24142.2
Rameswaram,3,6,Luxury,Winter,37717.66
Coorg,8,5,Standard,Summer,83940.28
Mumbai,8,6,Luxury,Winter,284499.42
Cherrapunji,8,12,Luxury,Winter,343808.35
South Goa,7,2,Standard,Autumn,40539.32
Gir National Park,6,3,Budget,Monsoon,35309.34
Hampi,3,5,Budget,Summer,18474.32
Shillong,5,5,Standard,Autumn,47355.07
Varkala,5,7,Standard,Spring,43612.01
Mumbai,4,11,Luxury,Summer,278092.6
Coorg,1,1,Budget,Monsoon,1721.85
Thekkady,7,7,Luxury,Summer,179319.29
Shillong,8,10,Standard,Autumn,137080.23
Havelock Island,1,3,Budget,Spring,14684.45
Tirupati,8,3,Budget,Autumn,34045.94
Jaisalmer,3,13,Budget,Winter,77667.16
Bhubaneswar,8,4,Budget,Summer,35434.06
Gulmarg,7,3,Standard,Autumn,82838.78
Dharamshala,4,4,Budget,Summer,16376.34
Lucknow,1,9,Standard,Spring,22122.35
Gir National Park,3,11,Luxury,Summer,224297.88
Lucknow,8,7,Budget,Summer,81433.87
Coorg,8,9,Standard,Winter,152588.75
Pachmarhi,7,4,Luxury,Summer,68123.59
Gwalior,5,11,Budget,Monsoon,52356.47
Rishikesh,2,11,Standard,Spring,25534.46
Tirupati,7,7,Budget,Autumn,72203.77
Hampi,8,12,Budget,Autumn,82784.79
Kochi,4,9,Luxury,Summer,119182.09
Chennai,7,10,Standard,Monsoon,84218.48
Munnar,3,14,Budget,Autumn,70131.58
Pachmarhi,8,11,Standard,Monsoon,87455.66
Shillong,5,13,Luxury,Monsoon,168892.37
Jaipur,4,12,Budget,Winter,94804.53
Pelling,4,11,Standard,Spring,78655.05
Konark,2,8,Standard,Spring,27916.31
Ranthambore,6,5,Standard,Monsoon,80534.31
Khajuraho,8,7,Luxury,Spring,155608.61
Gokarna,5,3,Budget,Winter,14999.03
Shillong,2,3,Standard,Spring,13287.32
Jodhpur,5,14,Luxury,Monsoon,173120.09
Kolkata,1,14,Luxury,Winter,72255.16
Leh,3,1,Budget,Winter,10924.56
Thekkady,4,5,Luxury,Summer,77144.01
Shimla,4,12,Luxury,Monsoon,123794.89
Cherrapunji,5,13,Budget,Autumn,103769.24
Wayanad,4,8,Budget,Spring,41865.67
Bengaluru,5,5,Budget,Monsoon,44025.78
Chennai,3,13,Luxury,Winter,135677.77
Pushkar,8,12,Budget,Monsoon,52437.5
Orchha,5,1,Luxury,Winter,12102.57
Pushkar,4,2,Luxury,Monsoon,10239.16
Shimla,8,9,Standard,Autumn,136543.13
Lucknow,4,12,Budget,Winter,74923.48
Mount Abu,2,5,Standard,Summer,23988.93
Konark,8,5,Luxury,Summer,102482.27
Thekkady,8,12,Standard,Monsoon,140289.55
Visakhapatnam,5,5,Budget,Summer,38531.97
Kanyakumari,1,13,Standard,Monsoon,18705.59
Tirupati,6,7,Standard,Autumn,83425.76
Jaisalmer,1,1,Luxury,Winter,5683.56
Pune,6,13,Luxury,Autumn,206511.72
Visakhapatnam,7,1,Budget,Spring,8655.85
Varkala,1,8,Budget,Spring,10419.85
Shimla,6,8,Standard,Spring,95560.21
Jodhpur,6,7,Luxury,Summer,151808.61
Pushkar,6,12,Luxury,Summer,138303.57
Agra,5,1,Luxury,Spring,16838.01
Mumbai,5,7,Luxury,Spring,191602.35
Rishikesh,5,14,Budget,Autumn,55893.44
Kochi,6,12,Luxury,Winter,240898.89
Chennai,5,3,Budget,Autumn,19222.48
Thekkady,2,4,Standard,Summer,22611.44
Kochi,8,12,Budget,Spring,116050.84
Agra,3,8,Luxury,Autumn,85951.33
Bengaluru,8,13,Standard,Spring,263866.26
Mahabaleshwar,7,12,Budget,Spring,112950.58
Leh,4,1,Budget,Winter,13336.17
Cherrapunji,1,13,Luxury,Autumn,62043.56
Dharamshala,3,2,Luxury,Spring,12532.73
Madurai,6,11,Luxury,Summer,133707.76
Ziro,6,2,Budget,Winter,11703.45
Haridwar,3,9,Budget,Winter,20677.43
Tirupati,5,6,Luxury,Spring,99262.55
Hampi,8,10,Standard,Autumn,90088.74
Kolkata,3,11,Luxury,Summer,117669.28
Coorg,3,3,Standard,Winter,22001.67
Bhubaneswar,1,6,Luxury,Spring,19113.65
Coorg,6,13,Luxury,Spring,233258.09
Pelling,7,8,Budget,Winter,80107.36
Dharamshala,4,1,Luxury,Monsoon,6324.39
Hampi,4,6,Luxury,Monsoon,38891.66
Shimla,5,10,Luxury,Summer,205606.56
Manali,4,6,Luxury,Winter,87245.48
Pondicherry,1,2,Luxury,Autumn,8924.71
Tawang,5,9,Luxury,Winter,178076.25
Pune,3,6,Budget,Spring,23446.83
Cherrapunji,8,6,Standard,Spring,88902.87
Pelling,8,5,Luxury,Summer,118641.85
Jaisalmer,8,11,Luxury,Winter,326371.08
Bhubaneswar,5,6,Budget,Summer,37823.03
Kanyakumari,3,9,Standard,Monsoon,29413.39
South Goa,8,11,Standard,Monsoon,198681.35
Kolkata,7,13,Budget,Summer,135279.18
Srinagar,8,13,Budget,Spring,171316.23
Pelling,5,13,Standard,Monsoon,92400.23
Pachmarhi,6,10,Budget,Summer,73301.38
Rameswaram,3,9,Luxury,Spring,48847.32
Srinagar,5,11,Luxury,Spring,211550.14
Kolkata,2,10,Budget,Winter,37469.85
North Goa,5,4,Luxury,Autumn,75298.47
Srinagar,5,5,Standard,Monsoon,48992.61
Srinagar,4,4,Standard,Winter,45597.54
Rameswaram,3,11,Luxury,Autumn,58124.7
Madurai,3,4,Luxury,Spring,22177.25
Leh,8,12,Budget,Summer,298026.61
South Goa,5,14,Standard,Spring,216892.9
Kodaikanal,4,8,Luxury,Monsoon,72086.81
Pune,2,5,Budget,Summer,17659.93
Rann of Kutch,4,7,Budget,Autumn,77014.73
Ziro,5,9,Budget,Spring,37431.47
Havelock Island,1,7,Standard,Winter,55394.33
Rameswaram,4,9,Luxury,Monsoon,44787.2
Auli,6,2,Standard,Spring,40047.41
Visakhapatnam,7,5,Standard,Autumn,55623.23
Ranthambore,3,5,Standard,Winter,65156.89
Shillong,4,12,Budget,Monsoon,55708.65
Mussoorie,1,4,Budget,Winter,10697.18
Port Blair,2,9,Luxury,Autumn,77608.8
Hampi,7,7,Budget,Monsoon,32797.33
Varkala,4,1,Luxury,Monsoon,6146.61
Kanyakumari,8,8,Standard,Spring,73332.68
Kumarakom,8,13,Standard,Autumn,319688.21
Gir National Park,5,7,Standard,Spring,116060.44
Mumbai,8,8,Luxury,Monsoon,258942.57
Visakhapatnam,7,9,Budget,Summer,92486.24
Ziro,6,4,Standard,Autumn,25014.62
Kumarakom,7,1,Standard,Winter,27402.76
Madurai,4,4,Luxury,Winter,32685.74
Mumbai,1,13,Standard,Summer,80399.69
Mysore,4,11,Budget,Summer,64837.97
South Goa,3,8,Standard,Summer,97060.26
Mahabalipuram,1,6,Luxury,Monsoon,17013.13
Cherrapunji,8,8,Standard,Winter,145078.33
